Census year,Block ID,CLUE small area,Seating type,Number of seats,Longitude,Latitude
2015,812,Southbank,Seats - Indoor,50,144.9651132,-37.8225552
2014,815,Southbank,Seats - Indoor,19,144.9591965,-37.82620121
2014,94,Melbourne (CBD),Seats - Indoor,34,144.9591368,-37.81072041
2012,345,North Melbourne,Seats - Indoor,30,144.9490127,-37.80479755
2013,84,Melbourne (CBD),Seats - Outdoor,48,144.9596443,-37.81107018
2016,619,East Melbourne,Seats - Outdoor,86,144.9804651,-37.81296295
2012,72,Melbourne (CBD),Seats - Indoor,24,144.9548222,-37.81349786
2014,266,Carlton,Seats - Indoor,71,144.9656988,-37.80619915
2023,18,Melbourne (CBD),Seats - Indoor,50,144.9727209,-37.81546181
2012,26,Melbourne (CBD),Seats - Indoor,108,144.9687553,-37.81543178
2007,1006,West Melbourne (Industrial),Seats - Indoor,55,144.9235907,-37.80665898
2016,103,Melbourne (CBD),Seats - Indoor,50,144.9580028,-37.8098814
2003,346,North Melbourne,Seats - Outdoor,4,144.9484853,-37.80271407
2016,1101,Docklands,Seats - Indoor,18,144.952084,-37.81767874
2002,753,Southbank,Seats - Outdoor,60,144.9671242,-37.82038909
2004,115,Melbourne (CBD),Seats - Outdoor,70,144.9616221,-37.80752431
2019,113,Melbourne (CBD),Seats - Indoor,12,144.9572395,-37.80745984
2010,814,Southbank,Seats - Indoor,74,144.9670117,-37.82296571
2012,67,Melbourne (CBD),Seats - Indoor,40,144.9695458,-37.81093839
2017,35,Melbourne (CBD),Seats - Indoor,100,144.9658852,-37.81482941
2019,206,Carlton,Seats - Indoor,38,144.9668266,-37.79954259
2006,218,Carlton,Seats - Indoor,43,144.9673433,-37.80014086
2017,1109,Docklands,Seats - Indoor,50,144.9401994,-37.81427742
2017,114,Melbourne (CBD),Seats - Outdoor,50,144.9581156,-37.80861319
2020,655,East Melbourne,Seats - Indoor,53,144.9782701,-37.81796562
2013,45,Melbourne (CBD),Seats - Indoor,100,144.9656851,-37.81429892
2016,753,Southbank,Seats - Indoor,16,144.9662717,-37.82067054
2014,773,Docklands,Seats - Indoor,80,144.9439451,-37.82459352
2022,95,Melbourne (CBD),Seats - Outdoor,20,144.9614226,-37.80953008
2021,17,Melbourne (CBD),Seats - Indoor,136,144.9716757,-37.81587663
2009,246,Carlton,Seats - Indoor,15,144.9656241,-37.80080042
2015,65,Melbourne (CBD),Seats - Indoor,16,144.9638386,-37.812452
2016,862,South Yarra,Seats - Indoor,40,144.9797734,-37.83699348
2009,746,Southbank,Seats - Outdoor,60,144.9662961,-37.83070462
2003,53,Melbourne (CBD),Seats - Indoor,55,144.9599781,-37.81428721
2014,4,Melbourne (CBD),Seats - Outdoor,4,144.9654695,-37.81866345
2002,254,Carlton,Seats - Indoor,45,144.9660437,-37.80409137
2023,34,Melbourne (CBD),Seats - Indoor,48,144.9632938,-37.81554941
2002,25,Melbourne (CBD),Seats - Outdoor,30,144.9649425,-37.81662915
2019,212,Carlton,Seats - Indoor,66,144.9691265,-37.7931569
2008,377,North Melbourne,Seats - Indoor,60,144.954319,-37.79972971
2016,651,East Melbourne,Seats - Outdoor,47,144.975755,-37.81162455
2018,45,Melbourne (CBD),Seats - Indoor,46,144.9645323,-37.81445406
2020,773,Docklands,Seats - Indoor,60,144.9476472,-37.82461542
2018,58,Melbourne (CBD),Seats - Outdoor,28,144.9723266,-37.81072571
2008,570,Kensington,Seats - Indoor,3760,144.9127657,-37.78908156
2024,710,Melbourne (Remainder),Seats - Outdoor,8,144.9760426,-37.83570366
2015,251,Carlton,Seats - Outdoor,12,144.9682868,-37.80482037
2022,1109,Docklands,Seats - Outdoor,12,144.9429897,-37.81354367
2018,773,Docklands,Seats - Indoor,60,144.9476472,-37.82461542
2009,65,Melbourne (CBD),Seats - Outdoor,4,144.9628783,-37.81261442
2024,45,Melbourne (CBD),Seats - Outdoor,28,144.9656851,-37.81429892
2006,37,Melbourne (CBD),Seats - Indoor,4,144.970682,-37.81354462
2003,748,Southbank,Seats - Indoor,110,144.9707173,-37.82912681
2013,618,East Melbourne,Seats - Indoor,150,144.9834989,-37.81582277
2018,2524,Kensington,Seats - Outdoor,25,144.9299348,-37.7936563
2023,2390,North Melbourne,Seats - Indoor,300,144.9366886,-37.79486104
2022,247,Carlton,Seats - Indoor,130,144.9672365,-37.80162591
2010,42,Melbourne (CBD),Seats - Outdoor,12,144.957088,-37.81686865
2015,247,Carlton,Seats - Outdoor,25,144.9671892,-37.80191702
2010,760,Melbourne (Remainder),Seats - Outdoor,30,144.9793624,-37.8441033
2019,1110,Docklands,Seats - Indoor,35,144.9378573,-37.81317061
2020,753,Southbank,Seats - Outdoor,20,144.9662623,-37.82066919
2008,246,Carlton,Seats - Outdoor,30,144.9664569,-37.80171819
2003,803,Southbank,Seats - Indoor,75,144.9586697,-37.82312301
2008,48,Melbourne (CBD),Seats - Indoor,80,144.9719053,-37.81198343
2016,27,Melbourne (CBD),Seats - Indoor,160,144.9707539,-37.81492308
2008,57,Melbourne (CBD),Seats - Indoor,46,144.9681879,-37.8122734
2019,409,West Melbourne (Residential),Seats - Outdoor,10,144.9421228,-37.80592032
2019,104,Melbourne (CBD),Seats - Indoor,26,144.9603439,-37.80885861
2014,1108,Docklands,Seats - Indoor,101,144.9457649,-37.82205737
2024,264,Carlton,Seats - Indoor,11,144.961948,-37.80568588
2014,1109,Docklands,Seats - Outdoor,68,144.9436836,-37.81389091
2022,931,Parkville,Seats - Outdoor,20,144.9495471,-37.79372054
2022,852,Melbourne (Remainder),Seats - Indoor,200,144.9803733,-37.83016862
2016,812,Southbank,Seats - Indoor,8,144.9651226,-37.82255652
2008,115,Melbourne (CBD),Seats - Indoor,30,144.9605644,-37.80770983
2023,928,Parkville,Seats - Indoor,2,144.9421543,-37.77964779
2015,2385,North Melbourne,Seats - Outdoor,30,144.937872,-37.7916558
2013,319,North Melbourne,Seats - Outdoor,13,144.9421193,-37.79717284
2024,24,Melbourne (CBD),Seats - Indoor,400,144.9627888,-37.81722704
2011,605,East Melbourne,Seats - Outdoor,14,144.9887115,-37.81482183
2023,804,Southbank,Seats - Outdoor,72,144.9503336,-37.82409302
2018,1105,Docklands,Seats - Indoor,24,144.9494345,-37.82089145
2006,66,Melbourne (CBD),Seats - Indoor,52,144.9656124,-37.81213768
2019,66,Melbourne (CBD),Seats - Outdoor,16,144.9665765,-37.81128456
2008,226,Carlton,Seats - Indoor,4,144.9711835,-37.79518777
2007,748,Southbank,Seats - Indoor,40,144.9701051,-37.82936215
2020,430,West Melbourne (Residential),Seats - Indoor,16,144.9485541,-37.80875296
2012,61,Melbourne (CBD),Seats - Indoor,60,144.954572,-37.81537459
2016,35,Melbourne (CBD),Seats - Indoor,70,144.9656129,-37.81483592
2017,605,East Melbourne,Seats - Outdoor,14,144.9887115,-37.81482183
2024,644,East Melbourne,Seats - Indoor,85,144.9735223,-37.80899046
2017,928,Parkville,Seats - Indoor,35,144.9391831,-37.77625457
2023,103,Melbourne (CBD),Seats - Indoor,50,144.9579933,-37.80988001
2024,35,Melbourne (CBD),Seats - Indoor,50,144.9644283,-37.81561893
2010,245,Carlton,Seats - Outdoor,10,144.9643119,-37.80188571
2014,246,Carlton,Seats - Outdoor,28,144.9664692,-37.80165695
2023,357,North Melbourne,Seats - Indoor,10,144.9543385,-37.80537801
2018,57,Melbourne (CBD),Seats - Indoor,30,144.9681879,-37.8122734
2024,14,Melbourne (CBD),Seats - Indoor,36,144.9624375,-37.81798973
2013,525,Kensington,Seats - Outdoor,50,144.9283553,-37.79442113
2017,803,Southbank,Seats - Indoor,130,144.9586604,-37.82312164
2006,427,West Melbourne (Residential),Seats - Outdoor,13,144.9477967,-37.80811247
2022,56,Melbourne (CBD),Seats - Indoor,64,144.9675898,-37.81238088
2022,74,Melbourne (CBD),Seats - Indoor,126,144.9611344,-37.81200936
2020,1108,Docklands,Seats - Outdoor,30,144.9451224,-37.81888389
2022,1105,Docklands,Seats - Outdoor,58,144.9515765,-37.82019801
2006,347,North Melbourne,Seats - Indoor,60,144.9496234,-37.80114485
2024,243,Carlton,Seats - Outdoor,15,144.9636423,-37.8006201
2013,1110,Docklands,Seats - Indoor,46,144.9378298,-37.81315034
2005,6,Melbourne (CBD),Seats - Indoor,100,144.969927,-37.81784611
2018,424,West Melbourne (Residential),Seats - Indoor,20,144.9510475,-37.80556768
2019,52,Melbourne (CBD),Seats - Indoor,106,144.9567557,-37.81550891
2007,54,Melbourne (CBD),Seats - Outdoor,22,144.9612137,-37.81385265
2004,101,West Melbourne (Residential),Seats - Indoor,45,144.9509553,-37.81132737
2008,24,Melbourne (CBD),Seats - Outdoor,25,144.9624463,-37.81728072
2013,66,Melbourne (CBD),Seats - Indoor,80,144.9658727,-37.81222127
2012,45,Melbourne (CBD),Seats - Indoor,55,144.9645323,-37.81445406
2021,28,Melbourne (CBD),Seats - Indoor,100,144.9726281,-37.81430616
2014,43,Melbourne (CBD),Seats - Indoor,14,144.9606367,-37.81581152
2016,61,Melbourne (CBD),Seats - Indoor,45,144.954978,-37.81538888
2007,658,East Melbourne,Seats - Indoor,3240,144.9833189,-37.81990618
2020,35,Melbourne (CBD),Seats - Indoor,180,144.9648999,-37.81536587
2022,710,Melbourne (Remainder),Seats - Indoor,12,144.975942,-37.83587067
2023,656,East Melbourne,Seats - Indoor,41,144.9799837,-37.81680765
2022,1108,Docklands,Seats - Outdoor,20,144.9446833,-37.81993587
2006,263,Carlton,Seats - Indoor,30,144.961158,-37.80459213
2015,852,Melbourne (Remainder),Seats - Indoor,200,144.9730717,-37.83039675
2018,13,Melbourne (CBD),Seats - Indoor,450,144.9604206,-37.81864585
2014,720,Melbourne (Remainder),Seats - Indoor,8,144.9771931,-37.83854243
2012,58,Melbourne (CBD),Seats - Indoor,120,144.9711092,-37.81101377
2010,753,Southbank,Seats - Outdoor,60,144.9662623,-37.82066922
2011,45,Melbourne (CBD),Seats - Indoor,80,144.9643486,-37.81473293
2023,804,Southbank,Seats - Indoor,65,144.9503336,-37.82409302
2006,752,Southbank,Seats - Outdoor,80,144.9682382,-37.82094604
2015,38,Melbourne (CBD),Seats - Indoor,14,144.9727083,-37.81342593
2006,266,Carlton,Seats - Indoor,56,144.965648,-37.80674085
2018,218,Carlton,Seats - Outdoor,4,144.9675043,-37.79900008
2015,1109,Docklands,Seats - Outdoor,80,144.9412614,-37.81460533
2020,256,Carlton,Seats - Indoor,26,144.9620274,-37.80421363
2023,615,East Melbourne,Seats - Outdoor,15,144.9841619,-37.81229599
2018,61,Melbourne (CBD),Seats - Indoor,1,144.9548584,-37.81514931
2003,58,Melbourne (CBD),Seats - Outdoor,30,144.9708567,-37.81173103
2010,38,Melbourne (CBD),Seats - Indoor,20,144.9730237,-37.81280702
2013,246,Carlton,Seats - Indoor,100,144.9665023,-37.80144577
2008,2,Melbourne (CBD),Seats - Outdoor,34,144.9589895,-37.82047281
2021,246,Carlton,Seats - Indoor,48,144.9664967,-37.80114228
2018,346,North Melbourne,Seats - Outdoor,8,144.9487134,-37.80271962
2012,35,Melbourne (CBD),Seats - Indoor,68,144.9649147,-37.81537106
2016,420,West Melbourne (Residential),Seats - Outdoor,12,144.9486034,-37.80609614
2019,659,Melbourne (Remainder),Seats - Indoor,4920,144.9803395,-37.82179718
2010,26,Melbourne (CBD),Seats - Outdoor,20,144.9674304,-37.81584777
2021,12,Melbourne (CBD),Seats - Outdoor,12,144.9582721,-37.81974184
2024,815,Southbank,Seats - Indoor,27,144.9596526,-37.82570623
2019,113,Melbourne (CBD),Seats - Outdoor,42,144.9572395,-37.80745984
2003,115,Melbourne (CBD),Seats - Indoor,75,144.9602748,-37.8071819
2017,205,Carlton,Seats - Indoor,17,144.9652584,-37.7987209
2022,1109,Docklands,Seats - Outdoor,80,144.9390557,-37.81518961
2005,206,Carlton,Seats - Indoor,80,144.9667505,-37.80004701
2012,1108,Docklands,Seats - Indoor,140,144.9451224,-37.81888389
2020,45,Melbourne (CBD),Seats - Indoor,28,144.9640121,-37.81488175
2018,230,Carlton,Seats - Outdoor,9,144.9751345,-37.79439894
2014,265,Carlton,Seats - Indoor,20,144.9638907,-37.80601034
2011,1103,Docklands,Seats - Outdoor,20,144.9475844,-37.81657578
2010,31,Melbourne (CBD),Seats - Indoor,80,144.9545688,-37.81861166
2007,54,Melbourne (CBD),Seats - Indoor,35,144.9614031,-37.81379758
2022,1101,Docklands,Seats - Indoor,88,144.9523393,-37.81815358
2008,84,Melbourne (CBD),Seats - Indoor,60,144.9608289,-37.81074698
2015,1007,West Melbourne (Industrial),Seats - Outdoor,10,144.9223483,-37.81121063
2005,252,Carlton,Seats - Indoor,40,144.9667087,-37.80443919
2019,781,Port Melbourne,Seats - Outdoor,28,144.9253775,-37.82304058
2003,931,Parkville,Seats - Indoor,70,144.9508291,-37.7949325
2024,61,Melbourne (CBD),Seats - Outdoor,20,144.9535256,-37.81537494
2009,5,Melbourne (CBD),Seats - Indoor,6,144.9660774,-37.81786692
2015,104,Melbourne (CBD),Seats - Outdoor,40,144.9605226,-37.80918797
2017,54,Melbourne (CBD),Seats - Outdoor,6,144.9606804,-37.81402844
2024,571,Kensington,Seats - Indoor,30,144.9155212,-37.78257295
2014,423,West Melbourne (Residential),Seats - Indoor,56,144.9495766,-37.80538455
2006,113,Melbourne (CBD),Seats - Indoor,6,144.957249,-37.80746124
2007,254,Carlton,Seats - Outdoor,24,144.9660535,-37.80403148
2024,51,Melbourne (CBD),Seats - Indoor,110,144.9550815,-37.81569596
2018,807,Southbank,Seats - Indoor,350,144.9597768,-37.8238538
2015,66,Melbourne (CBD),Seats - Outdoor,20,144.9668486,-37.81118709
2011,84,Melbourne (CBD),Seats - Indoor,40,144.9596443,-37.81107018
2010,345,North Melbourne,Seats - Outdoor,12,144.9490414,-37.80386264
2016,228,Carlton,Seats - Indoor,75,144.9733912,-37.79303373
2022,255,Carlton,Seats - Indoor,12,144.964422,-37.80282169
2015,41,Melbourne (CBD),Seats - Outdoor,8,144.9541004,-37.81721781
2014,913,Parkville,Seats - Indoor,30,144.9556719,-37.79525038
2012,773,Docklands,Seats - Indoor,65,144.9463559,-37.82488025
2017,1103,Docklands,Seats - Indoor,28,144.947217,-37.81817241
2013,51,Melbourne (CBD),Seats - Indoor,75,144.9540371,-37.81626998
2011,48,Melbourne (CBD),Seats - Indoor,80,144.9715608,-37.81211855
2014,265,Carlton,Seats - Indoor,100,144.9635132,-37.80555235
2019,252,Carlton,Seats - Indoor,64,144.96678,-37.80305855
2006,33,Melbourne (CBD),Seats - Indoor,85,144.9606517,-37.81669145
2009,753,Southbank,Seats - Outdoor,30,144.9662623,-37.82066922
2016,345,North Melbourne,Seats - Indoor,56,144.9489163,-37.80414282
2005,218,Carlton,Seats - Indoor,43,144.9673433,-37.80014086
2023,64,Melbourne (CBD),Seats - Outdoor,30,144.9609698,-37.81338298
2015,747,Southbank,Seats - Outdoor,8,144.9679591,-37.82998247
2018,358,North Melbourne,Seats - Indoor,70,144.9559672,-37.80395618
2008,84,Melbourne (CBD),Seats - Indoor,16,144.9609585,-37.81070873
2021,1103,Docklands,Seats - Indoor,8,144.947217,-37.81817241
2007,95,Melbourne (CBD),Seats - Indoor,70,144.9632265,-37.80904421
2010,16,Melbourne (CBD),Seats - Indoor,50,144.9690184,-37.81650919
2023,739,Southbank,Seats - Outdoor,32,144.9678777,-37.82413111
2003,45,Melbourne (CBD),Seats - Outdoor,11,144.9640584,-37.81458946
2020,212,Carlton,Seats - Indoor,66,144.9691265,-37.7931569
2014,801,Southbank,Seats - Indoor,60,144.9638744,-37.82193589
2023,131,Docklands,Seats - Indoor,20,144.9538184,-37.82273183
2013,746,Southbank,Seats - Indoor,30,144.9662961,-37.83070462
2019,78,Melbourne (CBD),Seats - Indoor,33,144.9707325,-37.8091842
2024,207,Carlton,Seats - Indoor,6,144.9672287,-37.79734681
2023,14,Melbourne (CBD),Seats - Indoor,100,144.963491,-37.81775826
2004,16,Melbourne (CBD),Seats - Indoor,75,144.9683845,-37.81635922
2013,21,Melbourne (CBD),Seats - Indoor,175,144.95469,-37.81929312
2014,346,North Melbourne,Seats - Indoor,24,144.9484758,-37.80271264
2010,906,Parkville,Seats - Outdoor,48,144.9585626,-37.7849288
2011,773,Docklands,Seats - Outdoor,77,144.9476472,-37.82461503
2010,103,Melbourne (CBD),Seats - Indoor,65,144.9561206,-37.81032276
2010,260,Carlton,Seats - Indoor,39,144.9585194,-37.80307841
2004,644,East Melbourne,Seats - Indoor,140,144.9735317,-37.80899182
2019,18,Melbourne (CBD),Seats - Indoor,160,144.9727209,-37.81546181
2014,24,Melbourne (CBD),Seats - Indoor,60,144.9627888,-37.81722704
2002,58,Melbourne (CBD),Seats - Outdoor,11,144.9709536,-37.81170397
2020,51,Melbourne (CBD),Seats - Indoor,30,144.9547137,-37.81627484
2017,317,North Melbourne,Seats - Indoor,35,144.9430243,-37.7985945
2013,17,Melbourne (CBD),Seats - Indoor,10,144.9707353,-37.81595762
2020,34,Melbourne (CBD),Seats - Indoor,6,144.9629844,-37.81570426
2024,38,Melbourne (CBD),Seats - Outdoor,10,144.9731836,-37.81260038
2020,724,Melbourne (Remainder),Seats - Outdoor,16,144.9798191,-37.8455379
2003,345,North Melbourne,Seats - Indoor,8,144.949051,-37.80386407
2011,1108,Docklands,Seats - Outdoor,24,144.943969,-37.81927362
2018,802,Southbank,Seats - Indoor,80,144.962643,-37.82221927
2016,356,North Melbourne,Seats - Indoor,9,144.9527865,-37.8035737
2019,430,West Melbourne (Residential),Seats - Outdoor,20,144.9485541,-37.80875296
2009,65,Melbourne (CBD),Seats - Indoor,118,144.9647365,-37.81230108
2018,42,Melbourne (CBD),Seats - Indoor,50,144.9566688,-37.81651427
2023,104,Melbourne (CBD),Seats - Indoor,32,144.9604244,-37.80897534
2012,613,East Melbourne,Seats - Indoor,40,144.9841154,-37.80970632
2005,54,Melbourne (CBD),Seats - Indoor,100,144.9610442,-37.81403331
2012,66,Melbourne (CBD),Seats - Indoor,90,144.9665408,-37.81199247
2023,71,Melbourne (CBD),Seats - Indoor,21,144.9542983,-37.81392013
2012,781,Port Melbourne,Seats - Indoor,59,144.9253775,-37.82304058
2016,270,Parkville,Seats - Outdoor,10,144.9612563,-37.79739955
2007,334,North Melbourne,Seats - Outdoor,12,144.9448044,-37.80234719
2008,15,Melbourne (CBD),Seats - Indoor,50,144.9665517,-37.81724878
2009,33,Melbourne (CBD),Seats - Indoor,28,144.9600893,-37.81638817
2023,906,Parkville,Seats - Outdoor,48,144.9585626,-37.7849288
2016,804,Southbank,Seats - Indoor,76,144.9505322,-37.82409107
2004,252,Carlton,Seats - Indoor,16,144.9667087,-37.80443919
2019,38,Melbourne (CBD),Seats - Indoor,34,144.9716953,-37.81309819
2018,804,Southbank,Seats - Outdoor,336,144.9534995,-37.82437522
2010,1101,Docklands,Seats - Indoor,40,144.9541587,-37.82020559
2022,76,Melbourne (CBD),Seats - Outdoor,32,144.9657034,-37.810658
2005,340,North Melbourne,Seats - Indoor,20,144.9431066,-37.80339871
2024,252,Carlton,Seats - Outdoor,28,144.9668138,-37.803305
2009,327,North Melbourne,Seats - Outdoor,4,144.9465069,-37.798728
2004,801,Southbank,Seats - Outdoor,60,144.9633853,-37.82092643
2019,752,Southbank,Seats - Outdoor,60,144.9682263,-37.82094194
2019,85,Melbourne (CBD),Seats - Indoor,95,144.9630189,-37.81073332
2012,1103,Docklands,Seats - Indoor,50,144.947217,-37.81817241
2014,1109,Docklands,Seats - Indoor,480,144.9390269,-37.81517782
2005,72,Melbourne (CBD),Seats - Indoor,60,144.9560264,-37.81347798
2002,66,Melbourne (CBD),Seats - Indoor,70,144.9666818,-37.81197773
2020,207,Carlton,Seats - Indoor,200,144.9670412,-37.79838828
2011,753,Southbank,Seats - Outdoor,10,144.9662623,-37.82066922
2024,46,Melbourne (CBD),Seats - Indoor,65,144.9675806,-37.81390779
2023,806,Southbank,Seats - Indoor,75,144.9583427,-37.82559018
2008,784,Port Melbourne,Seats - Indoor,54,144.9187862,-37.82221049
2006,104,Melbourne (CBD),Seats - Outdoor,12,144.959163,-37.80896134
2023,309,North Melbourne,Seats - Outdoor,4,144.938523,-37.79589356
2006,246,Carlton,Seats - Outdoor,25,144.9664786,-37.80165837
2016,801,Southbank,Seats - Indoor,60,144.9638838,-37.82193722
2004,14,Melbourne (CBD),Seats - Indoor,46,144.9643632,-37.81807623
2019,773,Docklands,Seats - Indoor,60,144.9476472,-37.82461542
2008,67,Melbourne (CBD),Seats - Indoor,38,144.9691712,-37.81122906
2014,720,Melbourne (Remainder),Seats - Outdoor,32,144.9767624,-37.8373358
2024,105,Melbourne (CBD),Seats - Indoor,32,144.961007,-37.8086289
2023,753,Southbank,Seats - Indoor,30,144.9662623,-37.82066924
2023,206,Carlton,Seats - Indoor,14,144.9664023,-37.79882517
2019,1105,Docklands,Seats - Indoor,40,144.9489519,-37.81914692
2018,559,Kensington,Seats - Indoor,40,144.9187654,-37.79214606
2019,225,Carlton,Seats - Indoor,8,144.9710405,-37.7960463
2016,309,North Melbourne,Seats - Outdoor,9,144.9382073,-37.7955781
2007,78,Melbourne (CBD),Seats - Outdoor,12,144.9707419,-37.80918556
2024,736,Southbank,Seats - Outdoor,10,144.9635656,-37.82580013
2013,786,Port Melbourne,Seats - Outdoor,12,144.920988,-37.82600955
2023,15,Melbourne (CBD),Seats - Indoor,35,144.9667041,-37.81674222
2020,420,West Melbourne (Residential),Seats - Indoor,30,144.9485974,-37.80608976
2015,862,South Yarra,Seats - Indoor,120,144.9804913,-37.83412547
2016,114,Melbourne (CBD),Seats - Outdoor,50,144.9581251,-37.80861458
2018,72,Melbourne (CBD),Seats - Indoor,37,144.9549294,-37.81372352
2007,326,North Melbourne,Seats - Indoor,10,144.946706,-37.79823417
2024,16,Melbourne (CBD),Seats - Indoor,14,144.9685428,-37.81663861
2019,1103,Docklands,Seats - Indoor,4,144.947217,-37.81817241
2021,103,Melbourne (CBD),Seats - Indoor,90,144.9561202,-37.81032314
2018,2524,Kensington,Seats - Outdoor,10,144.9300585,-37.79405204
2018,55,Melbourne (CBD),Seats - Indoor,75,144.9646469,-37.81288667
2017,1101,Docklands,Seats - Indoor,12,144.9523393,-37.81815358
2006,105,Melbourne (CBD),Seats - Indoor,30,144.9611668,-37.80895047
2014,2546,Kensington,Seats - Indoor,12,144.9311131,-37.79436218
2013,11,Melbourne (CBD),Seats - Indoor,2,144.9566017,-37.81988484
2024,260,Carlton,Seats - Outdoor,13,144.9586142,-37.80328692
